total_files,avg_depth,max_depth,depth_std,avg_files_per_folder,max_files_in_folder,folder_entropy,structure_risk
23321,4.299261992619926,10,1.6671670431633572,8.605535055350554,597,9.356772056630245,0.07579999999999998
20089,3.656763925729443,8,1.2875503152480932,10.657294429708223,3590,7.925686721985478,0.10060000000000002
13453,3.471223021582734,8,1.3540105418288573,9.67841726618705,3532,7.1438234103111,0.08599999999999997
11362,3.7251461988304095,8,1.3320502701083348,7.382716049382716,1408,8.573235021266768,0.07840000000000003
26223,6.586181993259509,11,1.8139012005447732,6.312710640346654,3732,8.845896515609127,0.08489999999999998
40636,5.8286184210526315,11,1.5848491333405015,13.367105263157894,3828,9.016233749151986,0.08290000000000008
53728,5.508065804184635,11,1.4908999734040387,8.581376776872704,6707,10.18837052875734,0.08019999999999994
12569,4.2056,9,1.4350361110438998,10.0552,3788,7.266580942498478,0.06700000000000006
33359,6.045438282647585,12,2.0493228811575035,5.9676207513416815,3732,9.740088514815163,0.09430000000000005
